ontology ID	label	alternative label (LinkML:slot_name)	Notes	CURRENT CURATOR (TEMP)	REVIEW STATUS	Reported	LinkML:class_name	CATEGORY (TEMP)	term tracker item	entity type	created	parent class ID	parent class label	equivalence axiom	definition	definition source	user interface definition	comment	example of usage	contributor	curation status	editor note	see also	skos:exactMatch	skos:broadMatch	skos:narrowMatch	skos:relatedMatch
GENEPIO:0001261	passage number	PCDS:passage_number	Notes extracted from retired sheet: is about MSIO:0000071 passage number	Rhiannon		UPDATE	CanCOGeNCovid19 | Measles | MpoxInternational | PHA4GE	ICE > data entity > measurement datum		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the number of passages.		PCDS: Number of passages.	PCDS: Provide number of known passages. If not passaged, put 'not applicable'	PCDS: 3	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			passage number slot	passage number		
GENEPIO:0100830	percent ns across total genome length	PCDS:percent_ns_across_total_genome_length	Notes extracted from retired sheet: wastewater spec	Charlie		FALSE	GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Measles | MpoxInternational | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		A data field which describes the percentage of the assembly that consists of ambiguous bases (Ns).		PCDS: The percentage of the assembly that consists of ambiguous bases (Ns).	PCDS: Provide a numerical value (no need to include units).	PCDS: 2	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			percent Ns across total genome length slot	percent Ns across total genome length		
GENEPIO:0100845	percent read contamination	PCDS:percent_read_contamination	Notes extracted from retired sheet: wastewater spec	Charlie		FALSE	GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		A data field which describes the percentage of the total number of reads identified as contamination (not belonging to the target organism) in a sequence dataset.		PCDS: The percent of the total number of reads identified as contamination (not belonging to the target organism) in a sequence dataset.	PCDS: Provide the percent contamination value (no need to include units).	PCDS: 2	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			percent read contamination slot	percent read contamination		
GENEPIO:0001736	ph measurement value	PCDS:ph_measurement_value		Charlie			HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2026-04-13T17:18:02.461Z	GENEPIO:0100586	data field		A data field which describes the DataHarmonizer software and template version provenance.		PCDS: The measured pH value indicating the acidity or basicity(alkalinity) of an aqueous solution.	PCDS: Provide the numerical value of the measured pH.	PCDS: 7.4		metadata incomplete						
GENEPIO:0100911	precipitation measurement value	PCDS:precipitation_measurement_value	Notes extracted from retired sheet: wastewater spec	Charlie			GRDI | HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the amount of water which has fallen during a precipitation process.		PCDS: The amount of water which has fallen during a precipitation process.	PCDS: Provide the quantity of precipitation in the area leading up to the time of sample collection.	PCDS: 12	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			precipitation measurement value slot	precipitation measurement value		
GENEPIO:0100480	prevalence metrics	PCDS:prevalence_metrics				UPDATE	GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW	ICE > data entity > measurement datum		class	2022-12-22T00:55:53.808Z	GENEPIO:0100586	data field		A data field which describes metrics regarding the prevalence of the pathogen of interest obtained from a surveillance project.		PCDS: Metrics regarding the prevalence of the pathogen of interest obtained from a surveillance project.	PCDS: Risk assessment requires detailed information regarding the quantities of a pathogen in a specified location, commodity, or environment. As such, it is useful for risk assessors to know what types of information are available through documented methods and results. Provide the metric types that are available in the surveillance project sample plan by selecting them from the pick list. The metrics of interest are ' Number of total samples collected', 'Number of positive samples', 'Average count of hazard organism', 'Average count of indicator organism'. You do not need to provide the actual values, just indicate that the information is available.	PCDS: Number of total samples collected, Number of positive samples	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			prevalence metrics slot	prevalence_metrics|prevalence metrics		
GENEPIO:0100805	salinity measurement value	PCDS:salinity_measurement_value	Notes extracted from retired sheet: wastewater spec				HPAI | HPAIWW | HPAIEnviro	ICE > data entity > measurement datum		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the numerical value of a measurement of salinity.		PCDS: The numerical value of a measurement of salinity.	PCDS: Provide the numerical value of the measured salinity.	PCDS: 35	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			salinity measurement value slot	salinity measurement value		
GENEPIO:0100766	sample collection time duration value	PCDS:sample_collection_time_duration_value	Notes extracted from retired sheet: wastewater spec	Charlie		FALSE	GRDI | HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-21T01:14:47.111Z	GENEPIO:0100586	data field		A data field which describes the amount of time over which the sample was collected.		PCDS: The amount of time over which the sample was collected.	PCDS: Provide the numerical value of time.	PCDS: 4	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete						
GENEPIO:0101014	sample storage duration value	PCDS:sample_storage_duration_value	Notes extracted from retired sheet: wastewater spec	Charlie		FALSE	GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		A data field which describes the numerical value of the time measurement during which a sample is in storage.		PCDS: The numerical value of the time measurement during which a sample is in storage.	PCDS: Provide the numerical value of time.	PCDS: 5	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			sample storage duration value slot	sample storage duration value		
GENEPIO:0100821	sample temperature value at collection	PCDS:sample_temperature_value_at_collection	Notes extracted from retired sheet: wastewater spec	Charlie			HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the numerical value of a measurement of temperature of a sample at collection.		PCDS: The numerical value of a measurement of temperature of a sample at collection.	PCDS: Provide the numerical value of the measured temperature.	PCDS: 20	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			sample temperature at collection value slot	sample temperature value (at collection)		
GENEPIO:0100823	sample temperature value when received	PCDS:sample_temperature_value_when_received	Notes extracted from retired sheet: wastewater spec	Charlie			HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the numerical value of a measurement of temperature of a sample upon receipt.		PCDS: The numerical value of a measurement of temperature of a sample upon receipt.	PCDS: Provide the numerical value of the measured temperature.	PCDS: 22	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			sample temperature when received value slot	sample temperature value (when received)		
GENEPIO:0100768	sample volume measurement	PCDS:sample_volume_measurement_value	(is about some "sample volume") and (has measurement unit label some "volume unit") and (is specified output of some "volume measurement assay") Alt label: sample_volume_measurement_value ID volume measurement datum Notes extracted from retired sheet: wastewater spec	Charlie	Curation in Progress	UPDATE	GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-21T01:14:47.111Z	GENEPIO:0100587	data field		A data field which describes the numerical value of the volume measurement of the sample collected.		PCDS: The numerical value of the volume measurement of the sample collected.	PCDS: Provide the numerical value of volume.	PCDS: 5	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			sample volume measurement value slot	sample volume measurement value		
GENEPIO:0100697	sediment depth	PCDS:sediment_depth				UPDATE	GRDI | HPAI | HPAIEnviro | HPAIWW	ICE > data entity > measurement datum		class	2023-05-18T05:09:29.167Z	GENEPIO:0100586	data field		A data field which describes the depth of some sediment.		PCDS: The depth of some sediment.	PCDS: Provide the numerical depth only of the sediment (without units).	PCDS: 2	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135	metadata incomplete			sediment depth slot	sediment_depth|sediment depth		
GENEPIO:0100846	sequence assembly length	PCDS:sequence_assembly_length	Notes extracted from retired sheet: wastewater spec	Charlie		FALSE	GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Measles | MpoxInternational | WastewaterPathogenAgnostic	ICE > data entity > measurement datum		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		A data field which describes the length of the genome generated by assembling reads using a scaffold or by reference-based mapping.		PCDS: The length of the genome generated by assembling reads using a scaffold or by reference-based mapping.	PCDS: Provide a numerical value (no need to include units).	PCDS: 34272	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			sequence assembly length slot	sequence assembly length		
GENEPIO:0100624	sequence identity variance ratio	PCDS:sequence_identity_variance_ratio				UPDATE	AMBR	ICE > data entity > measurement datum		class	2026-04-13T17:18:02.461Z	GENEPIO:0100586	data field				PCDS: The ratio of the reference sequence not covered by the sequence of interest.	PCDS: Enter the number of different positions in the target sequence compared to the reference sequence length, expressed as a ratio.	PCDS: 1/420		metadata incomplete						
GENEPIO:0100905	total daily flow rate measurement value	PCDS:total_daily_flow_rate_measurement_value	WW PR	Charlie	Curation in Progress	FALSE	HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2023-10-17T17:41:08.995Z	GENEPIO:0001626	environmental datum		An environmental data field which describes the numerical value of a measured fluid flow rate over the course of a day.		PCDS: The numerical value of a measured fluid flow rate over the course of a day.	PCDS: Provide the numerical value of the measured flow rate.	PCDS: 10	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135	metadata incomplete						
GENEPIO:0100797	total dissolved solids measurement	PCDS:total_dissolved_solids_tds_measurement_value	Notes extracted from retired sheet: wastewater spec	Charlie	Curation in Progress	UPDATE	HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-21T01:14:47.111Z	GENEPIO:0001626	environmental datum		An environmental data field which describes the numerical value from a total dissolved solids (TDS) test.		PCDS: The numerical value from a total dissolved solids (TDS) test.	PCDS: Provide the numerical value of the measured TDS.	PCDS: 2	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			total dissolved solids (TDS) measurement value slot	total dissolved solids (TDS) measurement value		
GENEPIO:0100808	total nitrogen tn measurement value	PCDS:total_nitrogen_tn_measurement_value	Notes extracted from retired sheet: wastewater spec	Charlie			HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the numerical value of a measurement of total nitrogen (TN).		PCDS: The numerical value of a measurement of total nitrogen (TN).	PCDS: Provide the numerical value of the measured TN.	PCDS: 120	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			total nitrogen (TN) measurement value slot	total nitrogen (TN) measurement value		
GENEPIO:0100811	total phosphorus tp measurement value	PCDS:total_phosphorus_tp_measurement_value	Notes extracted from retired sheet: wastewater spec	Charlie			HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the numerical value of a measurement of total phosphorus (TP).		PCDS: The numerical value of a measurement of total phosphorus (TP).	PCDS: Provide the numerical value of the measured TP.	PCDS: 2	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			total phosphorus (TP) measurement value slot	total phosphorus (TP) measurement value		
GENEPIO:0100800	total solids ts measurement value	PCDS:total_solids_ts_measurement_value	Notes extracted from retired sheet: wastewater spec	Charlie			HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the numerical value from a total solids (TS) test.		PCDS: The numerical value from a total solids (TS) test.	PCDS: Provide the numerical value of the measured TS.	PCDS: 10	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			total solids (TS) measurement value slot	total solids (TS) measurement value		
GENEPIO:0100794	total suspended solids measurement	PCDS:total_suspended_solids_tss_measurement_value	Notes extracted from retired sheet: wastewater spec	Charlie	Curation in Progress	UPDATE	HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-21T01:14:47.111Z	GENEPIO:0001626	environmental datum		An environmental data field which describes the mass of suspended particulates, both organic and inorganic in a sample.		PCDS: The numerical value from a total suspended solids (TSS) test.	PCDS: Provide the numerical value of the measured TSS.	PCDS: 8	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			total suspended solids (TSS) measurement value slot	total suspended solids (TSS) measurement value		
GENEPIO:0100783	turbidity measurement value	PCDS:turbidity_measurement_value	Notes extracted from retired sheet: wastewater spec	Charlie			HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the numerical value of a measurement of turbidity.		PCDS: The numerical value of a measurement of turbidity.	PCDS: Provide the numerical value of the measured turbidity.	PCDS: 0.02	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			turbidity measurement value slot	turbidity measurement value		
GENEPIO:0100838	urinary contamination value	PCDS:urinary_contamination_value	Notes extracted from retired sheet: wastewater spec	Charlie			HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the numerical value of a measurement of urinary contamination.		PCDS: The numerical value of a measurement of urinary contamination.	PCDS: Provide the numerical value of the measured urinary contamination.	PCDS: 3	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			urinary contamination value slot	urinary contamination value		
GENEPIO:0100776	water catchment area human population density value	PCDS:water_catchment_area_human_population_density_value	Notes extracted from retired sheet: wastewater spec	Charlie			HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the numerical value depicting the number of humans per geographical area in a water catchment.		PCDS: The numerical value describing the number of humans per geographical area in a water catchment.	PCDS: Provide the numerical value of the population density in the catchement area.	PCDS: 4	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			water catchment human population density value slot	water catchment human population density value		
GENEPIO:0100773	water catchment area human population measurement value	PCDS:water_catchment_area_human_population_measurement_value	Notes extracted from retired sheet: wastewater spec	Charlie			HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the numerical value of the human population measurement that contributes to the composition of water in a catchment area.		PCDS: The numerical value of the human population measurement that contributes to the composition of water in a catchment area.	PCDS: Where known, provide the numerical value of population size, i.e. the number of people.	PCDS: 10500	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			water catchment human population measurement value slot	water catchment human population measurement value		
GENEPIO:0100774	water catchment area human population range	PCDS:water_catchment_area_human_population_range	Notes extracted from retired sheet: wastewater spec	Charlie			HPAI | HPAIEnviro | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > data entity > measurement datum		class	2024-03-02T00:18:58.865Z	GENEPIO:0100586	data field		An environmental data field which describes the human population range of the water catchment that contributes effluent to a wastewater site.		PCDS: The human population range of the water catchment that contributes effluent to a wastewater site.	PCDS: Where catchment population is not well known, provide an estimation of population size by selecting a value from the picklist.	PCDS: 1,000 - 10,000 people	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	metadata incomplete			water catchment human population range slot	water catchment human population range		
GENEPIO:0100440	water depth	PCDS:water_depth	Notes extracted from retired sheet: is about ENVO:3100031 depth of water			UPDATE	GRDI | HPAI | HPAIEnviro | HPAIWW	ICE > data entity > measurement datum		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the depth of some water.		PCDS: The depth of some water.	PCDS: Provide the numerical depth only of water only (without units).	PCDS: 5	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			water depth slot	water_depth|water depth		
GENEPIO:0100698	water temperature	PCDS:water_temperature				UPDATE	GRDI | HPAI | HPAIEnviro | HPAIWW	ICE > data entity > measurement datum		class	2023-05-18T05:09:29.167Z	GENEPIO:0100586	data field		A data field which describes the temperature of some water.		PCDS: The temperature of some water.	PCDS: Provide the numerical value for the temperature of the water (without units).	PCDS: 4	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135	metadata incomplete			water temperature slot	water_temperature|water temperature		
GENEPIO:0101080	AMR analysis report filename	PCDS:amr_analysis_report_filename	Notes extracted from retired sheet: wastewater spec	Rhiannon, Charlie	Curation in Progress	FALSE	WastewaterAMR	ICE > datum label		class	2024-03-02T00:18:58.865Z	GENEPIO:0102269	filename		A data field which describes the filename of the report containing the results of an in silico antimicrobial resistance identification or analysis.		PCDS: The filename of the report containing the results of an in silico antimicrobial resistance analysis.	PCDS: Provide the filename of the report containing the results of the AMR analysis.	PCDS: WWAMR_report_Feb1_2024.doc	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	requires discussion			AMR analysis report filename slot	AMR analysis report filename		
GENEPIO:0100511	AMR testing by	PCDS:amr_testing_by	Charlie's Processing	Charlie		UPDATE	B2B2B | GRDI	ICE > datum label		class	2022-12-22T00:55:53.808Z	GENEPIO:0100636	antimicrobial resistance field		A data field which describes the name of the organization that performed the antimicrobial resistance (AMR) testing.		PCDS: The name of the organization that performed the antimicrobial resistance testing.	PCDS: Provide the full name of the agency, organization, or institution that performed the AMR testing. If applicable, include the organization’s abbreviation in round brackets () and an ontology identifier in square brackets []. If the information is unknown or cannot be provided, leave blank or provide a null value.	PCDS: Canadian Food Inspection Agency (CFIA) [GENEPIO:0100552]	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			AMR testing by slot|antimicrobial resistance testing by field|antimicrobial resistance testing by slot	AMR testing by|AMR_testing_by|antimicrobial resistance testing by		
GENEPIO:0100513	AMR testing by contact name	PCDS:amr_testing_by_contact_name	Charlie's Processing	Charlie		UPDATE	B2B2B | GRDI	ICE > datum label		class	2022-12-22T00:55:53.808Z	GENEPIO:0100636	antimicrobial resistance field		A data field which describes the name of the individual or the individual's role in the organization that performed the antimicrobial resistance (AMR) testing.		PCDS: The name of the individual or the individual's role in the organization that performed the antimicrobial resistance testing.	PCDS: Provide the name of an individual or their job title. As personnel turnover may render the contact's name obsolete, it is more preferable to provide a job title for ensuring accuracy of information and institutional memory. If the information is unknown or cannot be provided, leave blank or provide a null value.	PCDS: Enterics Lab Manager	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			AMR testing by contact name slot|antimicrobial resistance testing by contact name field|antimicrobial resistance testing by contact name slot	AMR testing by contact name|AMR_testing_by_contact_name|antimicrobial resistance testing by contact name		
GENEPIO:0100512	AMR testing by laboratory name	PCDS:amr_testing_by_laboratory_name	Charlie's Processing	Charlie		UPDATE	B2B2B | GRDI	ICE > datum label		class	2022-12-22T00:55:53.808Z	GENEPIO:0100636	antimicrobial resistance field		A data field which describes the name of the lab within the organization that performed the antimicrobial resistance (AMR) testing.		PCDS: The name of the lab within the organization that performed the antimicrobial resistance testing.	PCDS: Provide the name of the specific laboratory that performed the AMR testing (avoid abbreviations). If the information is unknown or cannot be provided, leave blank or provide a null value.	PCDS: Topp Lab	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			AMR testing by laboratory name slot|antimicrobial resistance testing by laboratory name field|antimicrobial resistance testing by laboratory name slot	AMR testing by laboratory name|AMR_testing_by_laboratory_name|antimicrobial resistance testing by laboratory name		
GENEPIO:0001461	consensus sequence filename	PCDS:assembly_filename	ISSUE: Duplicate ID, this is the originating term (published in GENEPIO already). Keep ID for this class.	Rhiannon	Curation in Progress	UPDATE	CanCOGeNCovid19 | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Measles | Mpox | PHA4GE	ICE > datum label		class	2021-04-24T00:42:14Z	GENEPIO:0102269	filename		A data field which describes the user-defined filename of the FASTA file.					https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	requires discussion			consensus sequence filename slot	consensus sequence filename|assembly filename		
	assembly filename	PCDS:assembly_filename	ISSUE: Duplicate ID, this is the secondary instance of the ID (HPAI)	Rhiannon	Curation in Progress	FALSE	HPAI	ICE > datum label	https://github.com/cidgoh/HPAI_Contextual_Data_Specification/issues/4	class		GENEPIO:0102269	filename				PCDS: The user-defined filename of the FASTA file.	PCDS: Provide the FASTA filename.	PCDS: pathogenassembly123.fasta	https://orcid.org/0000-0002-9578-0788	requires discussion						
GENEPIO:0001517	data authors	PCDS:authors	Charlie's Processing Notes extracted from retired sheet: Feel like we should add "data" to the field name because this authirship is specific to data submission, in case we need authorship fields that aren't this specific/need to be applied differently.	Charlie, Rhiannon		UPDATE	AMBR | B2B2B | CanCOGeNCovid19 | GRDI | Influenza | Measles | Mpox | MpoxInternational | NMLPathogenAgnostic | PathogenAgnostic | PHA4GE | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > datum label		class	2022-12-22T00:55:53.808Z	GENEPIO:0100586	data field		A data field which describes the names of individuals contributing to the processes of sample collection, sequence generation, analysis, and data submission.		PCDS: Names of individuals contributing to the processes of sample collection, sequence generation, analysis, and data submission.	PCDS: Include the first and last names of all individuals that should be attributed, separated by a comma.	PCDS: Tejinder Singh; Fei Hu; Joe Blogs	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			data authors slot|data contributors fields|data contributors slot	authors		
GENEPIO:0001460	consensus sequence name	PCDS:consensus_sequence_filename	Charlie's Processing	Charlie, Rhiannon		UPDATE	CanCOGeNCovid19 | Measles | Mpox | PHA4GE	ICE > datum label		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the name of the consensus sequence.		PCDS: The name of the consensus sequence file.	PCDS: Provide the name and version number of the consensus sequence FASTA file.	PCDS: mvs123assembly.fasta	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			consensus sequence name slot	consensus sequence name		
GENEPIO:0102079	data steward contact name	PCDS:data_steward_contact_name	Charlie: Semantic duplicate of GENEPIO:0100762. This record has better label, but description too simple. It is used for NML agnostic. Rhiannon: I've made an issue and linked it in the term tracker item.	Rhiannon			NMLPathogenAgnostic	ICE > datum label	https://github.com/cidgoh/pathogen-genomics-package/issues/39	class	2026-04-13T17:18:02.461Z	IAO:0000009	datum label				PCDS: The name of the data steward.	PCDS: Enter the name of the individual responsible for managing and overseeing the data. As names can change when there is staff turnover, the position of the responsible individual can be provided instead.	PCDS: John Bloggs	https://orcid.org/0000-0002-9578-0788	requires discussion						
GENEPIO:0001480	fast5 filename	PCDS:fast5_filename		Rhiannon	Curation in Progress	UPDATE	CanCOGeNCovid19 | GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Measles | Mpox | MpoxInternational | PHA4GE	ICE > datum label		class	2021-04-24T00:42:14Z	GENEPIO:0102269	filename		A data field which describes the user-specified filename of the FAST5 file.		PCDS: The user-specified filename of the FAST5 file.	PCDS: Provide the FAST5 filename.	PCDS: mvs123seq.fast5	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	requires discussion			fast5 filename slot	fast5 filename|fast5_filename		
GENEPIO:0101715	genome sequence filename	PCDS:genome_sequence_filename		Rhiannon, Charlie	Curation in Progress		GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Measles | MpoxInternational | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > datum label		class	2026-04-13T17:18:02.461Z	GENEPIO:0102269	filename				PCDS: The name of the sequence file.	PCDS: Provide the name and version number, with the file extension, of the processed genome sequence file e.g. a consensus sequence FASTA file or a genome assembly file.	PCDS: mevassembly.fasta	https://orcid.org/0000-0002-9578-0788	requires discussion			genome sequence file name			
GENEPIO:0001386	host (common name)	PCDS:host_common_name	Charlie's Processing Notes extracted from retired sheet: "organism common name" is about some ("organism" and has role some "host role")	Charlie, Rhiannon		UPDATE	AMBR | B2B2B | CanCOGeNCovid19 | GRDI | HPAI | HPAIHost | Influenza | Measles | Mpox | MpoxInternational | PHA4GE	ICE > datum label		class	2021-04-24T00:42:14Z	GENEPIO:0100628	host field		A host field which describes the commonly used name of the host.		PCDS: The commonly used name of the host.	PCDS: Provide the commonly used (vernacular) name of the host organism. Use a term from the pick list provided. If known, the scientific (taxonomic) name should be recorded separately in host_scientific_name.	PCDS: Human	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			host (common name) slot	host (common name)		
